card_name	count
Tanngnjostr of the Nordic Beasts	52
Gren, Tactician of Dark World	52
Wattdragonfly	52
Super Conductor Tyranno	51
Evil Thorn	51
Two-Headed King Rex	51
Junk Archer	51
Junk Destroyer	51
Lightning Warrior	51
Backfire	51
Dice Jar	51
Reptilianne Hydra	51
Elemental HERO Necroshade	51
H - Heated Heart	51
Parasite Paracide	51
Winged Dragon, Guardian of the Fortress #1	51
Exarion Universe	51
Gradius	51
Kaibaman	51
V-Tiger Jet	51
Vampire Lady	51
Des Wombat	51
Gem-Knight Prismaura	51
Gladiator Beast Hoplomus	51
Guldfaxe of the Nordic Beasts	51
Dragunity Legionnaire	51
Herald of Purple Light	51
The Fiend Megacyber	50
Tail Swipe	50
Machina Sniper	50
Scrap Chimera	50
Infernity Inferno	50
Infernity Doom Dragon	50
Genex Ally Triforce	50
Reptilianne Spawn	50
Guardian Statue	50
Hate Buster	50
Revival Jam	50
Amazoness Fighter	50
Archfiend's Roar	50
Dragon Shrine	50
Number 50: Blackship of Corn	50
Meteor Black Dragon	50
Overpowering Eye	50
X-Saber Anu Piranha	50
Garuda the Wind Spirit	50
Tribe-Infecting Virus	50
Kahkki, Guerilla of Dark World	50
Batteryman Charger	50
Wattchimera	50
Cryomancer of the Ice Barrier	50
Herald of Green Light	50
Hunting Instinct	49
Glow-Up Bulb	49
Behemoth the King of All Animals	49
Amazoness Chain Master	49
Harpie's Pet Dragon	49
Whirlwind Prodigy	49
Monster Eye	49
Reptilianne Viper	49
Goddess of Whim	49
Worm Xex	49
Drastic Drop Off	49
Elemental HERO Mudballman	49
Cosmo Queen	49
Koumori Dragon	49
White Magical Hat	49
Valkyrion the Magna Warrior	49
Chorus of Sanctuary	49
Spore	49
YZ-Tank Dragon	49
Backup Soldier	49
The Kick Man	49
Geargiano	49
King of the Feral Imps	49
Rose, Warrior of Revenge	49
Neo Space	49
Viper's Rebirth	49
Anteatereatingant	49
Snake Rain	49
Mist Valley Thunderbird	49
Silpheed	49
Twilight Rose Knight	48
Karakuri Shogun mdl 00 "Burei"	48
UFOroid	48
Reaper on the Nightmare	48
Saggi the Dark Clown	48
Elemental HERO Terra Firma	48
Morphtronic Bind	48
Skull Dice	48
Fishborg Blaster	48
Familiar-Possessed - Wynn	48
Eatgaboon	48
Milus Radiant	48
Tomozaurus	48
Skull-Mark Ladybug	48
Kanan the Swordmistress	48
Toon Mermaid	48
Mystical Sheep #1	48
Ancient Gear Engineer	48
XY-Dragon Cannon	48
XZ-Tank Cannon	48
Voltanis the Adjudicator	48
Heart of Clear Water	48
The Flute of Summoning Kuriboh	48
Abyssal Kingshark	48
Dragged Down into the Grave	48
Combination Attack	48
XX-Saber Ragigura	48
Saber Slash	48
Cloudian - Altus	48
Crystal Promise	48
Gigobyte	48
Doctor Cranium	48
Gladiator Beast Darius	48
Test Tiger	48
Orca Mega-Fortress of Darkness	48
Cynet Mining	48
Wattgiraffe	48
Rite of Spirit	48
Degenerate Circuit	48
Symbols of Duty	47
Sasuke Samurai #3	47
Karakuri Spider	47
Creation Resonator	47
Hundred Eyes Dragon	47
Morphtronic Videon	47
Sunlight Unicorn	47
Turbo Rocket	47
Miracle Synchro Fusion	47
Petit Moth	47
Cocoon of Evolution	47
Toon Summoned Skull	47
Anti Raigeki	47
Mind Protector	47
Constellar Pollux	47
Constellar Omega	47
The Huge Revolution is Over	47
Starliege Paladynamo	47
Photon Sanctuary	47
Hieratic Dragon of Tefnuit	47
Vampire's Curse	47
Riryoku	47
The Big March of Animals	47
Ruin, Queen of Oblivion	47
Zolga	47
Back to Square One	47
Batteryman D	47
Banner of Courage	47
Bubonic Vermin	47
Venom Swamp	47
Backup Secretary	47
Winged Sage Falcos	47
Legendary Ebon Steed	47
Survival Instinct	46
Voltic Bicorn	46
Fortune Lady Earth	46
Sky Scout	46
Infernity Mirage	46
Dice Re-Roll	46
Celestial Transformation	46
Evocator Chevalier	46
Meteorain	46
Constellar Kaus	46
Lumenize	46
Evil HERO Malicious Edge	46
Dark Magic Attack	46
The Forces of Darkness	46
The First Monarch	46
Pyramid of Light	46
Masked Chameleon	46
Alien Overlord	46
"A" Cell Breeding Device	46
Dark Core	46
Vanity's Fiend	46
Royal Tribute	46
Fossil Excavation	45
Great Angus	45
Gazelle the King of Mythical Beasts	45
Koa'ki Meiru Bergzak	45
Scrapyard	45
Spirit of the Breeze	45
Reptilianne Gorgon	45
DNA Transplant	45
Turbo Booster	45
Turbo Cannon	45
The Unhappy Girl	45
Crawling Dragon #2	45
Curse of Dragon	45
Magician of Black Chaos	45
Barrel Dragon	45
Red Archery Girl	45
Flame Swordsman	45
Spirit Message "I"	45
Spirit Message "N"	45
Frenzied Panda	45
Beastking of the Swamps	45
Supply Squad	45
Constellar Algiedi	45
Resonator Call	45
Geargiano Mk-II	45
Shien's Footsoldier	45
Ojama Blue	45
Shield Warrior	45
Master Hyperion	45
Cards from the Sky	45
Fox Fire	45
XX-Saber Fulhelmknight	45
Summon Cloud	45
Cloudian - Smoke Ball	45
Gravekeeper's Spear Soldier	45
Alien Kid	45
Brain Research Lab	45
Mecha Phantom Beast Hamstrat	45
Canyon	45
Lucky Iron Axe	45
Dark Blade	45
Flamvell Baby	45
Flamvell Grunika	45
Battery Charger	45
Destructotron	45
Hand-Holding Genie	45
Oppressed People	44
Commander Covington	44
The Immortal Bushi	44
Hercules Beetle	44
Needle Wall	44
Trial of the Princesses	44
Pitch-Black Power Stone	44
St. Joan	44
Ancient Lamp	44
Machine Conversion Factory	44
Mystic Horseman	44
Electric Snake	44
Jellyfish	44
Constellar Sombre	44
Gagagarevenge	44
Gauntlet Launcher	44
Secret Village of the Spellcasters	44
T.G. Striker	44
Saber Hole	44
Amazoness Trainee	44
Alien Dog	44
Mist Valley Shaman	44
Edge Imp Sabres	44
Fluffal Bear	44
Star Drawing	44
Dark Rebellion Xyz Dragon	44
Spiritualism	44
Gale Lizard	44
Gem-Knight Sapphire	44
Rise of the Snake Deity	44
Gravity Axe - Grarl	43
Shooting Star Bow - Ceal	43
Black Garden	43
Turret Warrior	43
Lightning Tricorn	43
Savage Colosseum	43
Spiritual Wind Art - Miyabi	43
Worm Jetelikpse	43
Swordsman from a Distant Land	43
Dark Plant	43
Ryu-Kishin	43
Hitotsu-Me Giant	43
The Last Warrior from Another Planet	43
Spirit Message "A"	43
Kiseitai	43
Zombie Warrior	43
Fulfillment of the Contract	43
Vortex the Whirlwind	43
Cherry Inmato	43
Accumulated Fortune	43
Sacred Sword of Seven Stars	43
Insect Barrier	43
Ojama Country	43
Tornado	43
Gem-Knight Topaz	43
Levia-Dragon - Daedalus	43
Fluffal Dog	43
Fusion Reserve	43
Performapal Whip Snake	43
Gift of The Mystical Elf	43
Cyberdark Impact!	43
Desrook Archfiend	43
Curse of Anubis	43
Amphibious Bugroth MK-3	43
The Six Samurai - Nisashi	43
Jurrac Velphito	42
The Spell Absorbing Life	42
Machina Defender	42
Harpie's Pet Baby Dragon	42
Supercharge	42
Freed the Brave Wanderer	42
Malfunction	42
Crass Clown	42
Dangerous Machine Type-6	42
Apocatequil	42
Damage = Reptile	42
Elemental HERO Steam Healer	42
Search Striker	42
Shooting Star Dragon	42
Multiply	42
Masaki the Legendary Swordsman	42
Prisman	42
Copy Plant	42
Archfiend Cavalry	42
VW-Tiger Catapult	42
Constellar Star Cradle	42
Gagagabolt	42
Naturia Bamboo Shoot	42
Sacred Crane	42
Robotic Knight	42
Heroic Challenger - Extra Sword	42
Gladiator Beast Bestiari	42
Pendulum Call	42
Unifrog	42
Zushin the Sleeping Giant	42
Mushroom Man #2	41
The Fabled Kudabbi	41
Synthetic Seraphim	41
Flame Manipulator	41
Sunny Pixie	41
Mermaid Archer	41
Shiny Black "C"	41
X-Saber Galahad	41
Lair Wire	41
Mystic Lamp	41
Stygian Security	41
Stygian Sergeants	41
Ooguchi	41
Thousand-Eyes Idol	41
Gaia The Fierce Knight	41
Labyrinth Wall	41
Black Magic Ritual	41
Droll Bird	41
Time Machine	41
Delinquent Duo	41
Bolt Penguin	41
Xyz Unit	41
Elemental HERO Escuridao	41
Number 103: Ragnazero	41
Mecha-Dog Marron	41
Geargiagear	41
Number 20: Giga-Brilliant	41
Return of the Six Samurai	41
Explosive Magician	41
Genex Searcher	41
Flip Flop Frog	41
Armades, Keeper of Boundaries	41
Catnipped Kitty	41
Evil HERO Infernal Gainer	41
Rainbow Dragon	41
Gem-Knight Obsidian	41
Gishki Aquamirror	41
Fusion Weapon	41
Torpedo Fish	41
Silent Magician LV8	41
Ljosalf of the Nordic Alfar	41
Meltiel, Sage of the Sky	41
Curse of Royal	41
Sand Moth	41
Volcanic Queen	40
Star Blast	40
Basic Insect	40
Fairy Dragon	40
Endymion, the Master Magician	40
Ally Salvo	40
Freya, Spirit of Victory	40
Spyder Spider	40
Montage Dragon	40
Soul of the Pure	40
Labyrinth Tank	40
Darkness Approaches	40
The World Tree	40
Brotherhood of the Fire Fist - Bear	40
Mecha Bunny	40
Tempest, Dragon Ruler of Storms	40
Galaxy-Eyes Photon Dragon	40
The Creator	40
Nin-Ken Dog	40
Flamvell Archer	40
Shocktopus	40
The Gates of Dark World	40
The Rock Spirit	40
Fluffal Owl	40
Clear Wing Synchro Dragon	40
Mad Sword Beast	40
Confiscation	40
White Night Dragon	40
Swap Frog	40
Cosmic Horror Gangi'el	40
Crop Circles	40
Swift Birdman Joe	40
Substitoad	40
Jurrac Dino	39
Witch of the Black Rose	39
Fortune's Future	39
Harpie Girl	39
Cyber Shield	39
Dragon Master Knight	39
Dark Scorpion - Cliff the Trap Remover	39
Grave Squirmer	39
Mystic Swordsman LV2	39
Familiar-Possessed - Eria	39
Naturia Cosmobeet	39
Superalloy Beast Raptinus	39
Fortress Warrior	39
Change Slime	39
Turu-Purun	39
Leghul	39
Suijin	39
Giant Red Seasnake	39
Flash Assailant	39
Mammoth Graveyard	39
LaLa Li-oon	39
Grand Tiki Elder	39
Serene Psychic Witch	39
Constellar Hyades	39
Re-Fusion	39
Evilswarm Heliotrope	39
Blaster, Dragon Ruler of Infernos	39
Fabled Lurrie	39
Legendary Six Samurai - Kizan	39
Toon Masked Sorcerer	39
Xyz Reflect	39
Neo-Spacian Dark Panther	39
Rank-Up-Magic Numeron Force	39
T.G. Warwolf	39
The Agent of Mystery - Earth	39
Number 34: Terror-Byte	39
Cloudian - Ghost Fog	39
Andro Sphinx	39
Garbage Lord	39
Superheavy Samurai Scales	39
Gem-Knight Citrine	39
Gem-Knight Ruby	39
Tiki Curse	39
Darkness Neosphere	39
Raidraptor - Vanishing Lanius	39
Cannonball Spear Shellfish	39
Goblin King	39
Element Dragon	39
Tribute Doll	39
Soul Resurrection	39
Snake Deity's Command	39
Rigorous Reaver	39
"A" Cell Scatter Burst	39
Mind Master	39
Earthquake	38
The Graveyard in the Fourth Dimension	38
Torapart	38
Ape Fighter	38
Tri-Blaze Accelerator	38
Paladin of the Cursed Dragon	38
Scrap Twin Dragon	38
Familiar-Possessed - Hiita	38
Guardian Eatos	38
Sparks	38
White Dolphin	38
Masked Sorcerer	38
Beaver Warrior	38
Humanoid Slime	38
Headless Knight	38
Penguin Knight	38
Stop Defense	38
The Immortal of Thunder	38
Versago the Destroyer	38
Skilled White Magician	38
Gagaga Child	38
Armored Bee	38
Mad Archfiend	38
Underworld Fighter Balmung	38
Naturia Fruitfly	38
Miraculous Descent	38
Wetlands	38
Dark Cat with White Tail	38
Gravekeeper's Assailant	38
Otherworld - The "A" Zone	38
Light Barrier	38
Frightfur Bear	38
Absorbing Kid from the Sky	38
Yubel	38
Amazoness Tiger	38
Venom Cobra	38
Dragunity Knight - Gae Dearg	38
Short Circuit	38
Van'Dalgyon the Dark Dragon Lord	38
Majestic Mech - Goryu	38
Miracle Jurassic Egg	37
Arsenal Summoner	37
Trap Reactor Y FI	37
Golden Homunculus	37
Ultimate Baseball Kid	37
Scrap Goblin	37
Lock Cat	37
Genex Ally Triarm	37
Fire Reaper	37
Fire Ant Ascator	37
Supay	37
Underground Arachnid	37
Worm Linx	37
Blazewing Butterfly	37
Elemental HERO Mariner	37
Gokibore	37
Temple of the Kings	37
Spirit Message "L"	37
Copy Knight	37
Sage's Stone	37
Barrier Resonator	37
Crimson Blader	37
Evilswarm Ouroboros	37
Superdreadnought Rail Cannon Gustav Max	37
Galaxy Wizard	37
Reinforce Truth	37
Beetron	37
Neo-Spacian Flare Scarab	37
Galaxy Queen's Light	37
Legendary Six Samurai - Kageki	37
Royal Swamp Eel	37
Grapha, Dragon Lord of Dark World	37
Sphinx Teleia	37
Genex Turbine	37
Meklord Emperor Wisel	37
Aye-Iron	37
Gearspring Spirit	37
Garmr of the Nordic Beasts	37
Tiki Soul	37
Amazoness Sage	37
Mysterious Triangle	37
Raidraptor - Rise Falcon	37
Poison Fangs	37
Island Turtle	37
Fusion Conscription	37
Battle Mania	37
Thor, Lord of the Aesir	37
Dragunity Knight - Vajrayana	37
Armed Samurai - Ben Kei	37
Jurrac Protops	37
Scarr, Scout of Dark World	37
Zure, Knight of Dark World	37
White-Horned Dragon	37
Warm Worm	37
Skull Lair	36
Hedge Guard	36
Super Solar Nutrient	36
Pollinosis	36
Scrap Recycler	36
Machina Peacekeeper	36
Earthbound Immortal Aslla piscu	36
Blackwing - Mistral the Silver Shield	36
Burning Skull Head	36
Scrapstorm	36
Korogashi	36
Locomotion R-Genex	36
Clock Tower Prison	36
Spined Gillman	36
Elemental Mistress Doriado	36
Elemental HERO Electrum	36
Cyber Commander	36
Electric Lizard	36
Wasteland	36
Insect Queen	36
Obelisk the Tormentor	36
Archfiend Mirror	36
Lesser Dragon	36
Flying Penguin	36
Flame Ghost	36
Trance Archfiend	36
Eradicator Epidemic Virus	36
W-Wing Catapult	36
Cyber Eltanin	36
Void Trap Hole	36
Redox, Dragon Ruler of Boulders	36
Wonder Wand	36
Geargiaccelerator	36
Number 104: Masquerade	36
Mist Valley Apex Avian	36
Rune-Eyes Pendulum Dragon	36
Luster Dragon #2	36
T.G. Rush Rhino	36
XX-Saber Darksoul	36
Traptrix Myrmeleo	36
Superheavy Samurai Blue Brawler	36
Crystal Release	36
Aqua Chorus	36
Alien Brain	36
Totem Dragon	36
Umbral Horror Ghoul	36
Umbral Horror Unform	36
Gladiator Beast Murmillo	36
Valkyrie of the Nordic Ascendant	36
Interplanetarypurplythorny Dragon	36
Cobra Jar	36
Frost and Flame Dragon	36
Battle Tuned	36
Tutan Mask	36
Sea Serpent Warrior of Darkness	36
White Veil	36
Grinder Golem	36
Planet Pollutant Virus	36
Scrum Force	36
Jurrac Stauriko	35
Dark Driceratops	35
Mine Mole	35
Adhesive Explosive	35
Dark Blade the Dragon Knight	35
Ancient Forest	35
Destiny Signal	35
Earthbound Immortal Ccarayhua	35
The League of Uniform Nomenclature	35
Genex Ally Crusher	35
Maiden of the Moonlight	35
Gonogo	35
Blast Juggler	35
Kamionwizard	35
Bracchio-raidus	35
Thunder Kid	35
Holograh	35
Torike	35
Mask of the Accursed	35
Ultimate Ancient Gear Golem	35
Brotherhood of the Fire Fist - Tiger King	35
Evigishki Merrowgeist	35
Wiretap	35
Spellbook of Power	35
Number 61: Volcasaurus	35
Xyz Effect	35
Forgotten Temple of the Deep	35
Vylon Disigma	35
Number 66: Master Key Beetle	35
Victory Viper XX03	35
Superheavy Samurai Big Benkei	35
Amazoness Archer	35
Telekinetic Power Well	35
Raidraptor - Nest	35
T.G. Hyper Librarian	35
Aerial Recharge	35
Battle Footballer	35
Twin-Sword Marauder	35
Yomi Ship	35
Razor Lizard	35
Jurrac Meteor	34
Jurrac Aeolo	34
Hallowed Life Barrier	34
Gigantic Cephalotus	34
Thunder Unicorn	34
People Running About	34
Moja	34
UFOroid Fighter	34
Volcanic Hammerer	34
Inferno	34
Lancer Dragonute	34
Morphtronic Slingen	34
Watapon	34
The Statue of Easter Island	34
Reptilianne Vaskii	34
Elemental HERO Wild Wingman	34
Different Dimension Capsule	34
Mountain Warrior	34
Shadow Ghoul	34
Kazejin	34
Castle of Dark Illusions	34
Silver Fang	34
Faith Bird	34
Bite Shoes	34
Yamata Dragon	34
Fiend Kraken	34
Botanical Girl	34
Tri-Wight	34
Naturia Beans	34
Evilswarm Exciton Knight	34
Golem Dragon	34
Catapult Zone	34
Spellbook of Wisdom	34
The Fabled Chawa	34
Doppelwarrior	34
Shien's Smoke Signal	34
Harpie Channeler	34
Ninjitsu Art of Super-Transformation	34
Shark Stickers	34
XX-Saber Boggart Knight	34
X-Saber Souza	34
Bonding - H2O	34
Gem-Knight Emerald	34
Gem-Knight Aquamarine	34
Arcana Force XXI - The World	34
Reinforced Human Psychic Borg	34
Telekinetic Shocker	34
Teleport	34
Frightfur Wolf	34
Umbral Horror Will o' the Wisp	34
Evil HERO Infernal Prodigy	34
Sonata the Melodious Diva	34
1st Movement Solo	34
Silent Swordsman LV7	34
Alector, Sovereign of Birds	34
Swordsman of Revealing Light	34
Link Spider	34
Dark Snake Syndrome	34
The Six Samurai - Yariza	34
Armed Dragon LV10	33
Feral Imp	33
Blackwing - Breeze the Zephyr	33
Karakuri Strategist mdl 248 "Nishipachi"	33
Codarus	33
Spell Reactor RE	33
Gaia the Dragon Champion	33
Double Cyclone	33
Earthbound Immortal Ccapac Apu	33
Regulus	33
Maiden of the Aqua	33
Earthbound Immortal Wiraqocha Rasca	33
United Resistance	33
Zoa	33
Sanga of the Thunder	33
Masked Clown	33
Tiger Axe	33
Weather Control	33
House of Adhesive Tape	33
Little Chimera	33
Toon Dark Magician Girl	33
Ancient Gear Cannon	33
Azure-Eyes Silver Dragon	33
Evolzar Laggia	33
Darklord Zerato	33
Elemental HERO Flare Neos	33
Ancient Flamvell Deity	33
Spirit of the Six Samurai	33
Number C39: Utopia Ray Victory	33
T.G. Cyber Magician	33
The Agent of Force - Mars	33
Cloudian - Eye of the Typhoon	33
Cloudian - Storm Dragon	33
Oshaleon	33
Worm King	33
Card Guard	33
Gishki Abyss	33
Raidraptor - Avenge Vulture	33
Raidraptor - Fuzzy Lanius	33
Raidraptor - Tribute Lanius	33
Chronomaly Crystal Skull	33
Ultimate Insect LV7	33
Speedroid Red-Eyed Dice	33
Speedroid Tri-Eyed Dice	33
Speed Recovery	33
Hi-Speedroid Kendama	33
Formation Union	33
Protector of the Sanctuary	33
Decode Talker	33
Tenkabito Shien	33
Grasschopper	33
Dark Master - Zorc	33
Powerful Rebirth	33
Alien Hunter	33
Chain Energy	33
Regenerating Mummy	33
Vylon Sigma	32
Phoenixian Cluster Amaryllis	32
Chain Detonation	32
Two-Man Cell Battle	32
Neo Bug	32
Royal Firestorm Guards	32
Skull Flame	32
Mokey Mokey King	32
Infernity Avenger	32
Ante	32
Reptilianne Medusa	32
Frequency Magician	32
Mystic Swordsman LV4	32
Familiar-Possessed - Aussa	32
Skyscraper 2 - Hero City	32
Hero Blast	32
Elemental HERO Darkbright	32
Giant Flea	32
Thousand-Eyes Restrict	32
Psychic Overload	32
Constellar Star Chart	32
Atlantean Heavy Infantry	32
Evilswarm Thunderbird	32
Infestation Pandemic	32
Galaxy Knight	32
Ojama Red	32
Stardust Dragon/Assault Mode	32
Zubaba Knight	32
Amazoness Blowpiper	32
Shard of Greed	32
Code A Ancient Ruins	32
Gishki Shadow	32
Gishki Ariel	32
Toy Vendor	32
Evilswarm Mandragora	32
Sargasso the D.D. Battlefield	32
Canon the Melodious Diva	32
Mozarta the Melodious Maestra	32
Thunder of Ruler	32
The Dragon Dwelling in the Cave	32
Earthbound Whirlwind	32
Loki, Lord of the Aesir	32
Infernal Dragon	32
Venom Boa	32
Mask of Weakness	32
Portable Battery Pack	32
Des Croaking	32
Warrior of Zera	32
Winged Rhynos	32
Mist Valley Baby Roc	32
The Nordic Lights	32
Vylon Epsilon	31
Overdoom Line	31
Playful Possum	31
Covering Fire	31
Common Charity	31
Stealthroid	31
Woodborg Inpachi	31
Helios - The Primordial Sun	31
Flare Resonator	31
Morphtronic Map	31
Hydro Genex	31
Pixie Ring	31
Aegis of Gaia	31
Dark Scorpion - Chick the Yellow	31
Lucky Chance	31
Ally of Justice Thousand Arms	31
The Beginning of the End	31
Armed Sea Hunter	31
Moon Dragon Quilla	31
Sun Dragon Inti	31
Mega Thunderball	31
Kagemusha of the Blue Flame	31
Wicked Dragon with the Ersatz Head	31
Hinotama Soul	31
Silent Psychic Wizard	31
Vylon Prism	31
Ghostrick Alucard	31
Thousand Knives	31
Abyss Dweller	31
Multiplication of Ants	31
Power Giant	31
Onslaught of the Fire Kings	31
Madolche Mewfeuille	31
Naturia Mantis	31
Number C39: Utopia Ray V	31
Red-Eyes Darkness Dragon	31
Acrobat Monkey	31
T.G. Wonder Magician	31
Wind-Up Rabbit	31
Sphere of Chaos	31
Meklord Army of Granel	31
Crashbug X	31
Crashbug Y	31
Crashbug Z	31
Dark Contract with the Gate	31
Gem-Knight Crystal	31
Gaia Plate the Earth Giant	31
Amazoness Queen	31
Mist Valley Executor	31
Fluffal Leo	31
Sargasso Lighthouse	31
Speedroid Taketomborg	31
Performapal Sword Fish	31
Serenade the Melodious Diva	31
Odin, Father of the Aesir	31
Ego Boost	31
Amazoness Willpower	31
Vennominaga the Deity of Poisonous Snakes	31
Balancer Lord	31
Dragunity Knight - Gae Bulg	31
Elemental HERO Voltic	31
Watthydra	31
Fuh-Rin-Ka-Zan	31
Guardian of the Throne Room	30
Machina Force	30
Slip of Fortune	30
Dark Jeroid	30
Elemental HERO Necroid Shaman	30
Destruction Ring	30
Genex Ally Axel	30
Option Hunter	30
Eria the Water Charmer	30
Pikeru's Circle of Enchantment	30
Road Warrior	30
Rainbow Flower	30
Destroyer Golem	30
Naturia Butterfly	30
Swamp Battleguard	30
Cyber-Tech Alligator	30
Firegrass	30
Ancient Gear Workshop	30
Constellar Sheratan	30
Hope for Escape	30
Clock Resonator	30
Star Changer	30
Atlantean Marksman	30
Submersible Carrier Aero Shark	30
Exodius the Ultimate Forbidden Lord	30
Geargiarmor	30
Tune Warrior	30
Gamble	30
Kagemusha of the Six Samurai	30
Legendary Six Samurai - Shi En	30
Madolche Chateau	30
Fuhma Shuriken	30
Ninjitsu Art of Decoy	30
Needle Sunfish	30
Spirit Caller	30
Wightmare	30
Herald of Perfection	30
Meklord Army of Skiel	30
Steelswarm Cell	30
Swallowtail Butterspy	30
Earthbound Immortal Chacu Challhua	30
Aurkus, Lightsworn Druid	30
Gem-Knight Zirconia	30
Fossil Tusker	30
Amazoness Spellcaster	30
Heroic Challenger - Double Lance	30
Heroic Challenger - Swordshield	30
Speedroid Double Yoyo	30
Speedroid Ohajikid	30
The Eye of Truth	30
Yaksha	30
Wattcobra	30
Mask of Restrict	30
Super Robolady	30
Alien Skull	30
Pitch-Dark Dragon	30
Soul Tiger	30
Criosphinx	30
Mist Valley Watcher	30
Dark Cure	30
Flamvell Counter	30
Grave of the Super Ancient Organism	30
Watthopper	30
Shien's Spy	29
Blackwing - Gust the Backblast	29
Jinzo - Returner	29
Helios Duo Megistus	29
Infernity Launcher	29
Infernity Break	29
Discord	29
Morphtronic Magnen	29
Fairy King Truesdale	29
Wattkiwi	29
Doriado's Blessing	29
Kattapillar	29
Mech Mole Zombie	29
Curtain of the Dark Ones	29
Toon Alligator	29
Great White	29
Phantom Dewan	29
Goddess with the Third Eye	29
Doron	29
Candle of Fate	29
Gilford the Lightning	29
Mystical Beast of Serket	29
Dissolverock	29
Gradius' Option	29
Crab Turtle	29
Cyber Harpie Lady	29
Archfiend Heiress	29
Archfiend Palabyrinth	29
Mist Bird Clausolas	29
Fire Formation - Gyokkou	29
Shaddoll Fusion	29
Evilswarm Castor	29
Zero Gardna	29
Photon Crusher	29
Rank-Up-Magic - The Seventh One	29
Hardened Armed Dragon	29
Spellbook of Secrets	29
Foucault's Cannon	29
De-Synchro	29
Galaxy Expedition	29
Baby Tiragon	29
Laval Lancelord	29
Heroic Champion - Kusanagi	29
Madolche Magileine	29
Madolche Ticket	29
Karakuri Steel Shogun mdl 00X "Bureido"	29
Neo-Spacian Aqua Dolphin	29
Noble Knight Gawayn	29
Aqua Jet	29
Last Will	29
Djinn Releaser of Rituals	29
Kryuel	29
Wind-Up Factory	29
Nitro Synchron	29
Pre-Preparation of Rites	29
Steelswarm Moth	29
Gravekeeper's Descendant	29
The Creator Incarnate	29
Battlestorm	29
Blasting the Ruins	29
Fluffal Rabbit	29
Shield Worm	29
Mecha Phantom Beast Tetherwolf	29
Disturbance Strategy	29
Shadow of Eyes	29
Elephun	29
The Fabled Nozoochee	29
Ancient Gear	29
Armityle the Chaos Phantasm	29
Mysterious Guard	29
Gladiator Beast Samnite	29
Neo-Parshath, the Sky Paladin	29
Painful Choice	29
D.D. Dynamite	29
Sky Scourge Enrise	29
Destiny HERO - Disk Commander	29
Genex Power Planner	29
Fortune Fairy En	29
Fortune Fairy Hikari	29
Fortune Fairy Hu	29
Beast Striker	28
Catoblepas and the Witch of Fate	28
Blackwing - Elphin the Raven	28
Closed Forest	28
Ambulanceroid	28
Shreddder	28
Volcanic Doomfire	28
Flame Ruler	28
Horn of Heaven	28
Sand Gambler	28
Ally of Justice Unlimiter	28
Veil of Darkness	28
Splendid Venus	28
Hanewata	28
Huge Revolution	28
Man-Eating Treasure Chest	28
Gyakutenno Megami	28
Bickuribox	28
Gale Dogra	28
Slifer the Sky Dragon	28
Melchid the Four-Face Beast	28
The Masked Beast	28
Meteor Dragon	28
Takuhee	28
Lisark	28
Dark Flare Knight	28
Hushed Psychic Cleric	28
Inmato	28
Bahamut Shark	28
Shaddoll Core	28
Star Eater	28
Elemental HERO Nova Master	28
Number 9: Dyson Sphere	28
Lavalval Ignis	28
Madolche Messengelato	28
M-X-Saber Invoker	28
Noble Knight Artorigus	28
Gragonith, Lightsworn Dragon	28
Glorious Illusion	28
T.G. Blade Blaster	28
The Agent of Miracles - Jupiter	28
Sword of Sparkles	28
Cloudian - Turbulence	28
Natural Disaster	28
Prediction Princess Coinorma	28
Tsukuyomi	28
Steelswarm Girastag	28
D2 Shield	28
Dark Contract with the Swamp King	28
Constellar Virgo	28
Constellar Zubeneschamali	28
Falchion Beta	28
Strike Ninja	28
Superheavy Samurai Flutist	28
Superheavy Samurai Swordsman	28
Pyroxene Fusion	28
Worm Queen	28
Aurora Wing	28
Maiden with Eyes of Blue	28
Raidraptor - Revolution Falcon	28
Chronomaly Crystal Bones	28
Number C104: Umbral Horror Masquerade	28
Yubel - Terror Incarnate	28
Shock Surprise	28
Hi-Speedroid Chanbara	28
Hyper Synchron	28
Aria the Melodious Diva	28
Astral Barrier	28
Beelze Frog	28
Svartalf of the Nordic Alfar	28
Windstorm of Etaqua	28
Ayers Rock Sunrise	28
Draconnet	28
Dragunity Aklys	28
The Wicked Dreadroot	28
Wattpheasant	28
Pilgrim of the Ice Barrier	28
Saber Beetle	28
Prickle Fairy	28
Sky Scourge Norleras	28
Mass Hypnosis	28
Mist Valley Windmaster	28
Chain Thrasher	27
Freed the Matchless General	27
Against the Wind	27
Zeman the Ape King	27
Karakuri Soldier mdl 236 "Nisamu"	27
Lancer Archfiend	27
Into the Void	27
Thermal Genex	27
Graverobber	27
Destiny HERO - Doom Lord	27
Allure Queen LV3	27
Lady of Faith	27
Ground Spider	27
Dark Mimic LV1	27
Pursuit Chaser	27
Two-Pronged Attack	27
Gora Turtle	27
Fortress Whale	27
Invigoration	27
Three-Headed Geedo	27
Ryu-Kishin Powered	27
Giant Scorpion of the Tundra	27
Dharma Cannon	27
Rogue Doll	27
Muse-A	27
Wings of Wicked Flame	27
Dark Rabbit	27
Blue-Eyed Silver Zombie	27
Lava Battleguard	27
Krokodilus	27
Amphibian Beast	27
Esper Girl	27
Silver's Cry	27
Constellar Praesepe	27
Abaki	27
Mathematician	27
