card_name	count
Gem-Knight Amethyst	17
Jam Breeding Machine	17
Ironhammer the Giant	17
Informer Spider	17
Return of the Monarchs	17
Heraldry Change	17
Insect Princess	17
Yubel - The Ultimate Nightmare	17
Odd-Eyes Rebellion Dragon	17
Performapal Hip Hippo	17
Performapal Silver Claw	17
Beast-Eyes Pendulum Dragon	17
Barrier Statue of the Heavens	17
Jowls of Dark Demise	17
Wolf Axwielder	17
Curse of Darkness	17
Nordic Relic Megingjord	17
Chain Resonator	17
Metal Shooter	17
The Fabled Rubyruda	17
D/D Nighthowl	17
Performapal Cheermole	17
Dramatic Rescue	17
Kabazauls	17
Fake Hero	17
Firewall Dragon	17
Greatfly	17
Gimmick Puppet Magnet Doll	17
Caligo Claw Crow	17
The Wicked Avatar	17
Vylon Stella	17
Blaze Fenix, the Burning Bombardment Bird	17
Overdrive Teleporter	17
Gusto Thunbolt	17
Ghostrick Scare	17
Ronintoadin	17
Hazy Flame Peryton	17
Altar for Tribute	17
D.D. Trap Hole	17
Roboyarou	17
Hieracosphinx	17
Neo Space Pathfinder	17
Backs to the Wall	17
Metallizing Parasite - Lunatite	17
Sky Scourge Invicil	17
Evil HERO Lightning Golem	17
Armored White Bear	17
Nordic Relic Draupnir	17
Naturia Eggplant	17
Vylon Material	16
Rose Witch	16
Pendulum Machine	16
Iron Chain Coil	16
Fake Feather	16
Offering to the Immortals	16
Karakuri Ninja mdl 339 "Sazank"	16
Divine Knight Ishzark	16
Darkfire Soldier #2	16
Karbonala Warrior	16
Vermillion Sparrow	16
Timidity	16
Destiny HERO - Dread Servant	16
Destiny HERO - Dunker	16
B.E.S. Covered Core	16
The Wandering Doomed	16
Amulet of Ambition	16
Darklord Asmodeus	16
Tower of Babel	16
Genex Ally Chemistrer	16
Kunoichi	16
Fleur Synchron	16
Hero Counterattack	16
Handcuffs Dragon	16
Turtle Bird	16
Testudo erat Numen	16
The Wicked Worm Beast	16
Firewing Pegasus	16
Ghoul with an Appetite	16
Despair from the Dark	16
The Shadow Who Controls the Dark	16
M-Warrior #2	16
Slot Machine	16
Robolady	16
Millennium Shield	16
Man Eater	16
Darkworld Thorns	16
Kappa Avenger	16
Neo Aqua Madoor	16
Aqua Dragon	16
Shovel Crusher	16
Ancient Gear Tank	16
Imprisoned Queen Archfiend	16
Black Return	16
Castle of Dragon Souls	16
Bujintei Kagutsuchi	16
Diffusion Wave-Motion	16
Magic Formula	16
Orient Dragon	16
Armored Kappa	16
Number C101: Silent Honor DARK	16
Photon Strike Bounzer	16
Shaddoll Beast	16
Number 88: Gimmick Puppet of Leo	16
Machina Cannon	16
An Owl of Luck	16
Spellbook Magician of Prophecy	16
Spellbook of Fate	16
Cross-Sword Beetle	16
Inzektor Giga-Mantis	16
Chamberlain of the Six Samurai	16
Laval the Greater	16
Lavalval Dragon	16
Hazy Flame Basiltrice	16
Elder of the Six Samurai	16
Hand of the Six Samurai	16
Legendary Six Samurai - Enishi	16
Shien's Squire	16
Six Strike - Triple Impact	16
Madolchepalooza	16
Fairy King Albverdich	16
Symbol of Heritage	16
Mermail Abyssgaios	16
Ignoble Knight of Black Laundsallyn	16
Sacred Noble Knight of King Artorigus	16
Assault Armor	16
Machine King Prototype	16
Raiden, Hand of the Lightsworn	16
Satellarknight Unukalhai	16
Satellarknight Skybridge	16
Wild Tornado	16
Blizzed, Defender of the Ice Barrier	16
Secret Guards of the Ice Barrier	16
Black Cat-astrophe	16
Kangaroo Champ	16
D/D/D Oracle King d'Arc	16
Bubble Barrier	16
Kasha	16
Shire, Lightsworn Spirit	16
Lost Guardian	16
Gem-Knight Lazuli	16
Amazoness Fighting Spirit	16
Amazoness Heirloom	16
Lekunga	16
Heroic Challenger - Ambush Soldier	16
Ghostrick Specter	16
Evigishki Mind Augus	16
Release Restraint Wave	16
Frightfur Tiger	16
Performapal Helpprincess	16
Barrier Statue of the Torrent	16
Barrier Statue of the Inferno	16
Barrier Statue of the Abyss	16
Flash of the Forbidden Spell	16
Ray of Hope	16
Servant of Catabolism	16
Doitsu	16
Agido	16
The Claw of Hermos	16
Swamp Mirrorer	16
Harmonic Waves	16
Depth Amulet	16
Ghost Gardna	16
Medium Piece Golem	16
The Fabled Peggulsus	16
Galaxy-Eyes Cipher Dragon	16
Quill Pen of Gulldos	16
Raidraptor - Readiness	16
Doble Passe	16
Crystal Pair	16
RAM Clouder	16
Salamangreat Heatleo	16
Debunk	16
Link Bumper	16
Cyberse Beacon	16
Mecha Phantom Beast Coltwing	16
Level Limit - Area A	16
Gimmick Puppet Dreary Doll	16
Cursed Armaments	16
Mind Over Matter	16
Wattcine	16
Gusto Gulldo	16
Worm Dimikles	16
Koa'ki Meiru Wall	16
Hazy Flame Hyppogrif	16
Eisbahn	16
Skull Invitation	16
Double Snare	16
Mefist the Infernal General	16
Inspection	16
Spell Economics	16
Hard-sellin' Goblin	16
Combo Master	16
Sword of Dark Rites	16
Masked Chopper	16
The Gift of Greed	16
Sonic Shooter	16
Numbing Grub in the Ice Barrier	16
Tiger Dragon	16
X-Saber Axel	16
Power Injector	16
Lucky Loan	16
Greed	16
Cunning of the Six Samurai	16
Ocean Dragon Lord - Neo-Daedalus	16
R-Genex Crusher	16
Guard Penguin	16
Super-Ancient Dinobeast	15
Guardian Kay'est	15
Rod of Silence - Kay'est	15
Queen Angel of Roses	15
Poison Chain	15
Patroid	15
Soul of Fire	15
Archfiend Interceptor	15
Sinister Sprocket	15
Scrap Lube	15
D - Shield	15
Kishido Spirit	15
Rainbow Veil	15
Future Samurai	15
Phoenix Gearfried	15
Hero Barrier	15
Elemental HERO Neos Knight	15
Inpachi	15
30,000-Year White Turtle	15
Dark Energy	15
Wall Shadow	15
Water Omotics	15
Spirit of the Books	15
Dorover	15
Bolt Escargot	15
Beast of Talwar	15
Book of Secret Arts	15
Barox	15
Exile of the Wicked	15
Boar Soldier	15
Red-Eyes Black Metal Dragon	15
Ice Master	15
Queen Dragun Djinn	15
Brotherhood of the Fire Fist - Cardinal	15
Feast of the Wild LV5	15
Skypalace Gangaridai	15
Xyz Block	15
Attack the Moon!	15
Assault Dog	15
Hieratic Seal of the Sun Dragon Overlord	15
Justice of Prophecy	15
Spellbook of Eternity	15
Spellbook of the Master	15
Spellbook Star Hall	15
The Grand Spellbook Tower	15
Worm Bait	15
Power Breaker	15
Junk Berserker	15
Accellight	15
Laval Stennon	15
Madolche Lesson	15
Supreme Arcanite Magician	15
Torrential Reborn	15
Naturia Pumpkin	15
Barkion's Bark	15
Convert Contact	15
Noble Arms - Arfeudutyr	15
Fog King	15
Ring of Defense	15
Barbaroid, the Ultimate Battle Machine	15
T.G. Catapult Dragon	15
T.G. Jet Falcon	15
TGX1-HL	15
Vampire Duke	15
Elf's Light	15
Drillago	15
Bird of Roses	15
Nekroz of Clausolas	15
Nekroz Kaleidoscope	15
Solemn Strike	15
D/D/D Human Resources	15
Performage Mirror Conductor	15
Butterspy Protection	15
Traptrix Nepenthes	15
Dark Flattop	15
Elemental HERO Chaos Neos	15
Penalty Game!	15
Amazoness Scouts	15
Twilight Ninja Shingetsu	15
Evilswarm O'lantern	15
Ghostrick Vanish	15
Vanguard of the Dragon	15
Artifact Sanctum	15
Yosenju Kama 2	15
Yosenju Kama 3	15
Yosenju Shinchu L	15
Yosenju Shinchu R	15
Bokoichi the Freightening Car	15
Corrupted Keys	15
Number 8: Heraldic King Genom-Heritage	15
Speedroid Den-Den Daiko Duke	15
Hi-Speedroid Hagoita	15
The Phantom Knights of Shadow Veil	15
Xiangsheng Magician	15
Performapal Pendulum Sorcerer	15
Elegy the Melodious Diva	15
Barrier Statue of the Stormwinds	15
Mind Wipe	15
Lightforce Sword	15
Toon Kingdom	15
Chaos Infinity	15
Michion, the Timelord	15
Time Maiden	15
Chronomaly City Babylon	15
Smile World	15
Superheavy Samurai Soulbreaker Armor	15
Performapal Kaleidoscorp	15
Command Performance	15
Battleguard Howling	15
Battleguard Rage	15
Salamangreat Balelynx	15
Aromage Cananga	15
Aromage Jasmine	15
Aromage Rosemary	15
Aroma Garden	15
Humid Winds	15
Stack Reviver	15
Salamangreat Falco	15
Salamangreat Gazelle	15
Salamangreat Jack Jaguar	15
Salamangreat Meer	15
Salamangreat Spinny	15
Salamangreat Circle	15
Salamangreat Sunlight Wolf	15
Number C102: Archfiend Seraph	15
Deep-Space Cruiser IX	15
Silent Angler	15
The Wicked Eraser	15
Medium of the Ice Barrier	15
Quick-Span Knight	15
Gusto Egul	15
Winda, Priestess of Gusto	15
Daigusto Eguls	15
Daigusto Gulldos	15
Izanagi	15
Driving Snow	15
Blue-Eyes Alternative White Dragon	15
Sage with Eyes of Blue	15
The White Stone of Ancients	15
Blue-Eyes Chaos MAX Dragon	15
Return of the Dragon Lords	15
Blue-Eyes Spirit Dragon	15
Nanobreaker	15
Master Monk	15
Kiryu	15
Dark Balter the Terrible	15
Terrorking Salmon	15
Dark Titan of Terror	15
Terrible Deal	15
Orb of Yasaka	15
Evil HERO Malicious Fiend	15
Quick Charger	15
Six Scrolls of the Samurai	15
Wattwoodpecker	15
Nordic Relic Gungnir	15
Full Armored Crystalzero Lancer	15
Jurrac Brachis	14
Black Tyranno	14
Element Saurus	14
Rose Tentacles	14
Wall of Ivy	14
Black-Winged Strafe	14
Raptor Wing Strike	14
Revival of Dokurorider	14
Synchro Deflector	14
Scrap Searcher	14
Pixie Knight	14
Dark Scorpion Combination	14
Dark Spirit Art - Greed	14
Order to Charge	14
Cu Chulainn the Awakened	14
Worm Barses	14
Worm Call	14
Scroll of Bewitchment	14
Boulder Tortoise	14
Steel Shell	14
Leo Wizard	14
Beaked Snake	14
Abyss Flower	14
Zarigun	14
Winged Dragon, Guardian of the Fortress #2	14
Earthbound Spirit	14
Arlownay	14
Barrel Lily	14
Enchanting Mermaid	14
Hoshiningen	14
Mikazukinoyaiba	14
Meotoko	14
Claw Reacher	14
Curse of the Masked Beast	14
Monster Egg	14
Cyclon Laser	14
Hungry Burger	14
Phoenixian Seed	14
Ancient Gear Fist	14
Qliphort Carrier	14
Qliphort Helix	14
Shrine of Mist Valley	14
Stardust Spark Dragon	14
Blackwing - Gram the Shining Star	14
Ice Princess Zereort	14
Blue-Eyes Shining Dragon	14
Brotherhood of the Fire Fist - Boar	14
Brotherhood of the Fire Fist - Dragon	14
Fire Formation - Yoko	14
Brotherhood of the Fire Fist - Kirin	14
Bujingi Crane	14
Constellar Acubens	14
Constellar Leonis	14
Constellar Belt	14
Deepsea Warrior	14
El Shaddoll Fusion	14
Exodia Necross	14
Contract with Exodia	14
Orbital 7	14
Gate Blocker	14
Hieratic Seal of Banishment	14
Hieratic Seal of Reflection	14
Jade Insect Whistle	14
Elemental HERO Magma Neos	14
Gravity Blaster	14
Dragon Horn Hunter	14
Mecha Phantom Beast O-Lion	14
Scarred Warrior	14
Photon Caesar	14
Token Stampede	14
Big One Warrior	14
Fire King Avatar Kirin	14
Laval Magma Cannoneer	14
Shien's Dojo	14
Six Style - Dual Wield	14
Tornado Bird	14
Shine Knight	14
Mermail Abyssgunde	14
Mermail Abyssleed	14
Landoise's Luminous Moss	14
Exterio's Fang	14
Cross Porter	14
Masked Ninja Ebisu	14
Wind-Up Dog	14
Winged Kuriboh LV10	14
Rope of Life	14
Makiu, the Magical Mist	14
Soul Rope	14
Achacha Archer	14
Eternal Dread	14
Number 16: Shock Master	14
Prediction Princess Crystaldine	14
Super Crashbug	14
Psychic Path	14
Flame Tiger	14
Gravekeeper's Cannonholder	14
Gravekeeper's Recruiter	14
Compulsory Escape Device	14
Superdimensional Robot Galaxy Destroyer	14
Goyo Predator	14
Ghostrick Witch	14
Evigishki Soul Ogre	14
Thunder Short	14
Yosenju Kama 1	14
Atomic Scrap Dragon	14
Xiangke Magician	14
Different Dimension Gate	14
Fusion Guard	14
Chain Destruction	14
Mara of the Nordic Alfar	14
Spacegate	14
Dark Tinker	14
TG1-EM1	14
Blackwing - Jetstream the Blue Sky	14
Starving Venom Fusion Dragon	14
Performapal Secondonkey	14
Lycanthrope	14
Ominous Fortunetelling	14
Cynet Backdoor	14
Aromage Bergamot	14
Topologic Bomber Dragon	14
Link Infra-Flier	14
Dragon Mastery	14
Mecha Phantom Beast Blackfalcon	14
Salamangreat Sanctuary	14
Battlin' Boxer Rib Gardna	14
Number C105: Battlin' Boxer Comet Cestus	14
Prominence Hand	14
Ritual Raven	14
Vylon Alpha	14
Theban Nightmare	14
Half or Nothing	14
Des Mosquito	14
Deep Diver	14
Heroic Challenger - Thousand Blades	14
Ghost Ogre & Snow Rabbit	14
Evoltile Najasho	14
Evo-Diversity	14
Evo-Force	14
Evolzar Solda	14
Aratama	14
Googly-Eyes Drum Dragon	14
Number 91: Thunder Spark Dragon	14
Minor Goblin Official	14
The Forceful Sentry	14
Molten Zombie	14
Mystical Wind Typhoon	14
Destructive Draw	14
Final Ritual of the Ancients	14
Grave Ohja	14
Swift Samurai Storm!	14
Angel O7	14
Layard the Liberator	14
Crystal Raigeki	14
Fortune Fairy Ann	14
Fortune Fairy Chee	14
Neo Flamvell Origin	14
Super Defense Robot Lio	14
Super Defense Robot Monki	14
Super Defense Robot Elephan	14
Dimensionhole	14
Intercept Wave	14
Guardian of Order	13
Hunter Spider	13
Bicorn Re'em	13
Karakuri Showdown Castle	13
Miracle Flipper	13
Burning Land	13
Gadget Driver	13
Desperate Tag	13
Queen's Bodyguard	13
Ally of Justice Omni-Weapon	13
Ally of Justice Thunder Armor	13
Emblem of the Awakening	13
Spellbreaker of the Ice Barrier	13
Pikeru's Second Sight	13
Worm Victory	13
Bombardment Beetle	13
Mysterious Puppeteer	13
Larvae Moth	13
Insect Soldiers of the Sky	13
Orion the Battle King	13
Dark Witch	13
Sorcerer of the Doomed	13
Brave Scizzar	13
Launcher Spider	13
Follow Wind	13
One-Eyed Shield Dragon	13
Dokuroizo the Grim Reaper	13
Magical Ghost	13
Kageningen	13
Ill Witch	13
M-Warrior #1	13
Sword of Dark Destruction	13
Megirus Light	13
Snakeyashi	13
Nuvia the Wicked	13
Skull Knight	13
Ancient Gear Explosive	13
Qliphort Scout	13
Archfiend Commander	13
Bujingi Quilin	13
Bujincarnation	13
Bujintei Susanowo	13
White Dragon Wyverburster	13
Atlantean Dragoons	13
Poseidra, the Atlantean Dragon	13
El Shaddoll Shekhinaga	13
Xyz Territory	13
Arcane Barrier	13
Number 62: Galaxy-Eyes Prime Photon Dragon	13
Number C107: Neo Galaxy-Eyes Tachyon Dragon	13
Soul of Silvermountain	13
Hieratic Dragon of Nuit	13
Magical Explosion	13
Number 85: Crazy Box	13
Inzektor Exa-Stag	13
Synchro Material	13
Photon Satellite	13
Temple of the Six	13
Melomelody the Brass Djinn	13
Mermail Abysshilde	13
Poseidon Wave	13
Number 25: Force Focus	13
Naturia Exterio	13
Noble Knight Brothers	13
Number 74: Master of Blades	13
Eagle Shark	13
Panther Shark	13
Uniflora, Mystical Beast of the Forest	13
Junk Forward	13
Michael, the Arch-Lightsworn	13
Zenmailfunction	13
ZW - Eagle Claw	13
Fiery Fervor	13
Spirit of the Fall Wind	13
Pot of The Forbidden	13
Juragedo	13
Storming Mirror Force	13
Gravekeeper's Priestess	13
Gravekeeper's Visionary	13
Vanquishing Light	13
Gem-Knight Iolite	13
Number 7: Lucky Straight	13
Dreamsprite	13
Harpie's Pet Phantasmal Dragon	13
Gishki Zielgigas	13
Bright Star Dragon	13
Mobius the Mega Monarch	13
Mayosenju Daibak	13
Yosen Training Grounds	13
Gladiator Beast Retiari	13
Gladiator Beast's Battle Archfiend Shield	13
Number 69: Heraldry Crest	13
Blast Asmodian	13
The Illusory Gentleman	13
Mudora	13
Brain Crusher	13
Top Runner	13
Trap Eater	13
Small Piece Golem	13
Sandaion, the Timelord	13
Emes the Infinity	13
Blackwing - Nothung the Starlight	13
Wonder Balloons	13
Arcana Force VI - The Lovers	13
Triggered Summon	13
Return Soul	13
Rain Storm	13
Digitron	13
Gorgonic Guardian	13
Double Fin Shark	13
Number C106: Giant Red Hand	13
Number C96: Dark Storm	13
Cairngorgon, Antiluminescent Knight	13
Evolsaur Cerato	13
Evolsaur Diplo	13
Evoltile Odonto	13
Risebell the Star Adjuster	13
Remove Brainwashing	13
Harpie Lady 3	13
Goblin Calligrapher	13
Ballista of Rampart Smashing	13
Boss Rush	13
Gilford the Legend	13
Weathering Soldier	13
Ocean's Keeper	13
R-Genex Accelerator	13
Piranha Army	13
Trigon	13
Gishki Vanity	13
Worm Millidith	13
Legendary Six Samurai - Mizuho	13
Genex Blastfan	13
Interplanetarypurplythorny Beast	13
Spiritual Energy Settle Machine	13
Emperor Sem	13
Flashbang	13
The Cheerful Coffin	13
Guardian Grarl	12
Thorn of Malice	12
Ivy Shackles	12
Nimble Musasabi	12
Cards for Black Feathers	12
Ape Magician	12
Wonder Garage	12
Majestic Red Dragon	12
Gadget Arms	12
Dragoness the Wicked Knight	12
D - Spirit	12
Ice Queen	12
White Night Queen	12
Attack of the Cornered Rat	12
Dark Red Enchanter	12
Ally of Justice Cosmic Gateway	12
Genex Recycled	12
Mystic Swordsman LV6	12
Worm Solid	12
Mirror Gate	12
Cry Havoc!	12
Miracle Dig	12
Secrets of the Gallant	12
Treasure Map	12
Blocker	12
Broken Blocker	12
Stronghold Guardian	12
Don Turtle	12
Over Limit	12
Metalzoa	12
Laughing Flower	12
Humanoid Worm Drake	12
Armaill	12
Last Day of Witch	12
Meda Bat	12
Goblin Fan	12
Boneheimer	12
Archfiend of Gilfer	12
Fire Kraken	12
Peacock	12
Stone Ogre Grotto	12
Rude Kaiser	12
Hamburger Recipe	12
Javelin Beetle Pact	12
Ancient Gear Factory	12
Qliphort Disk	12
Qliphort Monolith	12
Qliphort Shell	12
Dragon's Rebirth	12
Brotherhood of the Fire Fist - Gorilla	12
Bujin Mikazuchi	12
Thunder Crash	12
Elemental HERO Shadow Mist	12
Magicians Unite	12
Felis, Lightsworn Archer	12
El Shaddoll Construct	12
Evil HERO Inferno Wing	12
Gagagashield	12
Galaxy Tyranno	12
Galactic Charity	12
Photon Current	12
Labradorite Dragon	12
Spellbook of Life	12
Inzektor Sword - Zektkaliber	12
Crimson Fire	12
Miracle Contact	12
Laval Lakeside Lady	12
Mind Haxorz	12
Junk Defender	12
Kagemucha Knight	12
Legendary Atlantean Tridon	12
Mermail Abyssteus	12
Triangle Power	12
Life Stream Dragon	12
Noble Knight Drystan	12
Noble Arms - Excaliburn	12
Number C32: Shark Drake Veiss	12
Cameraclops	12
Atlantean Pikeman	12
Ascending Soul	12
Kaiser Glider	12
Wightprince	12
Shooting Star	12
The Agent of Wisdom - Mercury	12
Crimson Knight Vampire Bram	12
Wind-Up Juggler	12
Overwind	12
Relieve Monster	12
Baby Raccoon Ponpoko	12
Dance Princess of the Ice Barrier	12
Nekroz of Brionac	12
Nekroz Mirror	12
Genex Worker	12
Reverse Reuse	12
Infernal Flame Emperor	12
Brain Hazard	12
Lunalight Leo Dancer	12
Lunalight Panther Dancer	12
Lancer Lindwurm	12
Blackwing - Gladius the Midnight Sun	12
Performage Stilts Launcher	12
Photon Alexandra Queen	12
Elder Entity Norden	12
Oni Tank T-34	12
Poison Mummy	12
Rinyan, Lightsworn Rogue	12
Photon Veil	12
Destruction Jammer	12
Igknight Paladin	12
Igknight Templar	12
D-Boyz	12
Heroic Chance	12
Goyo King	12
Raidraptor - Last Strix	12
Fluffal Sheep	12
Forbidden Dress	12
Gladiator Beast Essedarii	12
Dice Roll Battle	12
Zefraniu, Secret of the Yang Zing	12
Zefraxi, Treasure of the Yang Zing	12
Junk Servant	12
Mecha Phantom Beast Concoruda	12
Bloom Diva the Melodious Choir	12
Cipher Soldier	12
Getsu Fuhma	12
Really Eternal Rest	12
Thousand Energy	12
Dark Spirit of the Silent	12
Shadow Delver	12
Majioshaleon	12
Tuner's Scheme	12
Psi-Beast	12
Performage Plushfire	12
D/D Proud Ogre	12
Re-dyce-cle	12
Raidraptor - Booster Strix	12
Raidraptor - Mimicry Lanius	12
Battleguard King	12
Damage Polarizer	12
Cyber Ogre	12
Samsara Lotus	12
Vampire Baby	12
Altergeist Kunquery	12
Altergeist Meluseek	12
Altergeist Silquitous	12
Altergeist Manifestation	12
Altergeist Protocol	12
Altergeist Hexstia	12
Altergeist Primebanshee	12
Borrel Regenerator	12
Dotscaper	12
Recoded Alive	12
Security Block	12
Dragunity Divine Lance	12
Do a Barrel Roll	12
Salamangreat Miragestallio	12
Trickstar Candina	12
Trickstar Lilybell	12
Trickstar Lycoris	12
Trickstar Narkissus	12
Trickstar Light Stage	12
Trickstar Holly Angel	12
Gorgonic Gargoyle	12
Night Express Knight	12
Ultimate Obedient Fiend	12
Attraffic Control	12
Star Seraph Scale	12
Star Seraph Scepter	12
Infestation Terminus	12
Blue Dragon Summoner	12
Helping Robo for Combat	12
Bull Blader	12
Pilica, Descendant of Gusto	12
Inzektor Hopper	12
Pyramid of Wonders	12
Legendary Six Samurai - Shinai	12
Future Glow	12
Gladiator Beast's Battle Manica	12
Ritual Beast Tamer Elder	12
Ritual Beast Tamer Wen	12
Treacherous Trap Hole	12
Evoltile Casinerio	12
Hazy Pillar	12
Shurit, Strategist of the Nekroz	12
Infernoid Antra	12
Infernoid Harmadik	12
Royal Surrender	12
Harpie Lady 2	12
A-Team: Trap Disposal Unit	12
Litmus Doom Swordsman	12
Bitelon	12
Brainwashing Beam	12
Orbital Bombardment	12
Blindly Loyal Goblin	12
Flint Missile	12
Time Stream	12
Doom Shaman	12
7	12
Power Wall	12
Horseytail	12
Dweller in the Depths	12
Unacceptable Result	12
Genex Army	12
Genex Doctor	12
Shock Troops of the Ice Barrier	12
Psi-Impulse	12
Naturia Antjaw	12
Delg the Dark Monarch	12
Wattsquirrel	12
Jar Turtle	12
Felgrand Dragon	12
Gundari	12
Steelswarm Sting	12
Dark Scheme	12
Jumbo Drill	12
Marshalling Field	12
Number 94: Crystalzero	12
KA-2 Des Scissors	12
Cave Dragon	12
Guardian Baou	11
Guardian Ceal	11
Guardian Elma	11
Guardian Tryce	11
Vylon Vanguard	11
Star Siphon	11
Beast Rage	11
Kumootoko	11
Blackwing - Backlash	11
Karakuri Anatomy	11
Karakuri Trick House	11
Decoyroid	11
Jinzo - Lord	11
Amplifier	11
Flying Fortress SKY FIRE	11
Card of Sanctity	11
Gadget Hauler	11
Morphtronic Engine	11
Morphtronic Mix-up	11
Destiny Mirage	11
Order to Smash	11
Hero Flash!!	11
HERO's Bond	11
Solomon's Lawbook	11
Orichalcos Shunoros	11
Giant Turtle Who Feeds on Flames	11
Naturia Stinkbug	11
Disk Magician	11
Swordstalker	11
B. Dragon Jungle King	11
Ganigumo	11
Witty Phantom	11
Fairywitch	11
Hibikime	11
Imperial Order	11
Phantom Ghost	11
Octoberser	11
Acid Rain	11
Fiend Sword	11
Tainted Wisdom	11
Hourglass of Life	11
Doma The Angel of Silence	11
Stone Dragon	11
Ice Water	11
Mirage Knight	11
Rare Fish	11
Keldo	11
Fallen Angel of Roses	11
Psychic Tuning	11
Sinister Yorishiro	11
Bujingi Centipede	11
Bujingi Hare	11
Bujingi Peacock	11
Bujin Regalia - The Sword	11
Miracle Restoring	11
Cyber Dragon Nova	11
Gravekeeper's Watcher	11
El Shaddoll Grysta	11
Evilswarm Salamandra	11
Gagaga Academy Emergency Network	11
Number 22: Zombiestein	11
Moisture Creature	11
Mini-Guts	11
Parasitic Ticky	11
Creature Seizure	11
Mira the Star-Bearer	11
Madolche Tea Break	11
Fishborg Archer	11
Mermail Abysstrite	11
Power Tool Mecha Dragon	11
Ignoble Knight of High Laundsallyn	11
Ninjitsu Art of Shadow Sealing	11
Nimble Sunfish	11
Gravity Warrior	11
Conscription	11
Wind-Up Honeybee	11
Wind-Up Knight	11
Shattered Axe	11
Baby Raccoon Tantan	11
Prior of the Ice Barrier	11
Herald of the Arc Light	11
Genex Ally Powercell	11
Meklord Astro Dragon Asterisk	11
Volcanic Rat	11
Volcanic Blaster	11
Unicycular	11
Tricular	11
Gravi-Crush Dragon	11
D/D/D Contract Change	11
Minefieldriller	11
Superheavy Samurai Magnet	11
Superheavy Samurai Drum	11
Blue-Blooded Oni	11
Chthonian Alliance	11
Number 39: Utopia Beyond	11
Scrap Shark	11
Card of Demise	11
Raidraptor - Singing Lanius	11
Frightfur Chimera	11
Yosenju Tsujik	11
Yosenjus' Secret Move	11
Jurrac Gallim	11
Dark Hunter	11
Photon Generator Unit	11
Spirit of the Pharaoh	11
The Second Sarcophagus	11
The Third Sarcophagus	11
Raimei	11
Magic Reflector	11
Koitsu	11
Exchange of the Spirit	11
Cockroach Knight	11
Ancient Gear Box	11
Enlightenment	11
Phantom King Hydride	11
Obedience Schooled	11
Psychic Sword	11
Powered Tuner	11
Twin-Shield Defender	11
Rank-Up-Magic Raptor's Force	11
Raidraptor - Force Strix	11
Performapal Partnaga	11
Carboneddon	11
Armor Breaker	11
Chaos Greed	11
ROM Cloudia	11
One-Time Passcode	11
Borreload Dragon	11
Rose Lover	11
Excode Talker	11
Rokket Synchron	11
Bellcat Fighter	11
Rai Rider	11
Mythic Water Dragon	11
Skull Kraken	11
Chronomaly Tula Guardian	11
Battlin' Boxer Cheat Commissioner	11
Brain Jacker	11
Heliosphere Dragon	11
Snow Plow Hustle Rustle	11
Number 58: Burner Visor	11
ZW - Sleipnir Mail	11
Greed Quasar	11
Number 43: Manipulator of Souls	11
Superheavy Samurai Soulbeads	11
Belial - Marquis of Darkness	11
Darklord Desire	11
Daigusto Sphreez	11
Ally of Justice Clausolas	11
Inzektor Earwig	11
Scrap Orthros	11
Batteryman 9-Volt	11
Super-Electromagnetic Voltech Dragon	11
Malefic Truth Dragon	11
Spiritual Beast Apelio	11
Spiritual Beast Cannahawk	11
Spiritual Beast Pettlephin	11
Ghostrick Mary	11
Ghostrick Dullahan	11
Laval Burner	11
Infernoid Patrulea	11
Kozaky's Self-Destruct Button	11
Pharaonic Protector	11
Litmus Doom Ritual	11
Second Goblin	11
The Thing in the Crater	11
Rare Metal Dragon	11
Poison Draw Frog	11
Fiend Skull Dragon	11
Woodland Sprite	11
Array of Revealing Light	11
Lich Lord, King of the Underworld	11
Breakthrough!	11
Jurassic Impact	11
Alien Infiltrator	11
Fog Control	11
Submarine Frog	11
Froggy Forcefield	11
Ally of Justice Core Destroyer	11
Neo Flamvell Shaman	11
The Fabled Kokkator	11
First Step Towards Infestation	11
Infestation Wave	11
Steelswarm Gatekeeper	11
Buster Blaster	11
Xing Zhen Hu Replica	11
T.G. Drill Fish	11
T.G. Gear Zombie	11
Evigishki Tetrogre	11
Geargiano Mk-III	11
Digvorzhak, King of Heavy Industry	11
Junk Puppet	11
Blizzard Thunderbird	11
Koa'ki Meiru Rooklord	11
Wonder Clover	10
Monoceros	10
Uni-Horned Familiar	10
Beast Rising	10
Spirit Force	10
Blackwing - Ghibli the Searing Wind	10
Koa'ki Meiru Powerhand	10
Attack Gainer	10
Jester Lord	10
Ally of Justice Cycle Reader	10
Magical Marionette	10
Comrade Swordsman of Landstar	10
Sword of Dragon's Soul	10
Doriado	10
Shadowpriestess of Ohm	10
Spiders' Lair	10
Worm Warlord	10
Elemental HERO Lady Heat	10
Elemental HERO Inferno	10
Dash Warrior	10
Gora Turtle of Illusion	10
Electro-Whip	10
Psychic Kappa	10
Invader of the Throne	10
Eldeen	10
Protector of the Throne	10
Reaper of the Cards	10
Lord of Zemia	10
Yashinoki	10
The Judgement Hand	10
One Who Hunts Souls	10
Solitude	10
Minar	10
Kaiser Dragon	10
Punished Eagle	10
Crazy Fish	10
The Earl of Demise	10
Bean Soldier	10
Wood Clown	10
Blue Rose Dragon	10
Blizzard Princess	10
Mind on Air	10
Ancient Gear Gadjiltron Chimera	10
Overmind Archfiend	10
Saqlifice	10
